variable_name;country;voivodship;entrants_status;sex;information_type_with_measure_unit;year;value;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2010;9165;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2010;11798;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2011;8546;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2011;10811;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2012;8110;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2012;10329;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2013;7735;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2013;9820;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2014;7264;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2014;9173;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2015;7054;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2015;8910;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2016;6338;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2016;8117;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2017;6626;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2017;8244;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2018;6665;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2018;7933;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2019;6564;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2019;8029;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2020;7076;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2020;8611;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2021;7810;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2021;9412;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2022;7667;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2022;9325;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;men;value [person];2023;7166;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;took;women;value [person];2023;8746;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2010;7488;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2010;9629;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2011;6503;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2011;7938;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2012;6546;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2012;8260;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2013;6247;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2013;7938;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2014;5200;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2014;6476;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2015;5259;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2015;6428;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2016;5071;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2016;6414;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2017;5198;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2017;6418;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2018;5171;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2018;6133;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2019;5148;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2019;6323;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2020;4991;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2020;6302;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2021;5538;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2021;6783;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2022;5878;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2022;7092;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;men;value [person];2023;6025;
Number of persons who took/passed a matriculation exam;Poland;Pomorskie;passed;women;value [person];2023;7268;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2010;19020;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2010;22991;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2011;17624;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2011;21466;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2012;16497;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2012;19682;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2013;15809;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2013;19232;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2014;14522;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2014;17211;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2015;13707;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2015;16100;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2016;13039;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2016;15322;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2017;13288;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2017;15054;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2018;12633;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2018;14565;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2019;12378;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2019;14293;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2020;13273;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2020;15398;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2021;13858;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2021;15826;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2022;13453;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2022;15188;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;men;value [person];2023;12774;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;took;women;value [person];2023;14699;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2010;15412;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2010;19030;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2011;13276;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2011;16329;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2012;13214;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2012;16004;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2013;12800;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2013;15785;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2014;10163;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2014;12367;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2015;10354;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2015;12208;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2016;10086;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2016;11963;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2017;10242;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2017;11670;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2018;9851;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2018;11680;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2019;9796;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2019;11484;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2020;9590;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2020;11551;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2021;9955;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2021;11666;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2022;10420;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2022;11843;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;men;value [person];2023;10741;
Number of persons who took/passed a matriculation exam;Poland;Śląskie;passed;women;value [person];2023;12413;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2010;5943;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2010;7533;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2011;5590;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2011;7252;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2012;5442;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2012;7093;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2013;5179;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2013;6382;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2014;4776;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2014;6022;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2015;4471;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2015;5710;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2016;4229;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2016;5305;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2017;3969;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2017;5238;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2018;4066;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2018;4777;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2019;3992;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2019;4700;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2020;4157;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2020;4690;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2021;4086;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2021;4828;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2022;3946;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2022;4811;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;men;value [person];2023;3817;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;took;women;value [person];2023;4676;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2010;4604;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2010;6189;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2011;4156;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2011;5641;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2012;4152;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2012;5612;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2013;4030;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2013;5150;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2014;3268;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2014;4407;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2015;3302;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2015;4351;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2016;3322;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2016;4315;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2017;3035;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2017;4172;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2018;3208;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2018;3869;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2019;3095;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2019;3849;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2020;2964;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2020;3531;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2021;2931;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2021;3713;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2022;2981;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2022;3843;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;men;value [person];2023;3190;
Number of persons who took/passed a matriculation exam;Poland;Świętokrzyskie;passed;women;value [person];2023;3921;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2010;5889;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2010;7890;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2011;5701;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2011;7398;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2012;5315;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2012;7134;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2013;4979;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2013;6537;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2014;4729;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2014;6257;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2015;4382;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2015;5751;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2016;4048;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2016;5318;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2017;4126;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2017;5146;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2018;3919;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2018;4907;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;men;value [person];2019;3808;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;took;women;value [person];2019;4666;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;men;value [person];2020;3907;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;women;value [person];2020;4888;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;men;value [person];2021;4436;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;women;value [person];2021;5161;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;men;value [person];2022;4091;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;women;value [person];2022;5021;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;men;value [person];2023;3632;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;took;women;value [person];2023;4470;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2010;4745;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2010;6340;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2011;4174;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2011;5428;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2012;4125;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2012;5615;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2013;3926;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2013;5290;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2014;3174;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2014;4266;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2015;3164;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2015;4022;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2016;3085;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2016;4024;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2017;3126;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2017;3742;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2018;2968;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2018;3867;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;men;value [person];2019;2913;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-Mazurskie;passed;women;value [person];2019;3639;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;men;value [person];2020;2608;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;women;value [person];2020;3465;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;men;value [person];2021;3138;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;women;value [person];2021;3730;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;men;value [person];2022;3106;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;women;value [person];2022;3787;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;men;value [person];2023;3039;
Number of persons who took/passed a matriculation exam;Poland;Warmińsko-mazurskie;passed;women;value [person];2023;3740;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2010;14251;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2010;18497;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2011;13173;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2011;17444;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2012;12877;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2012;16844;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2013;11963;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2013;15769;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2014;11132;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2014;14789;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2015;10760;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2015;13823;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2016;10123;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2016;13093;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2017;10113;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2017;13015;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2018;9824;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2018;12386;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2019;9819;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2019;12564;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2020;10595;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2020;12880;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2021;11325;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2021;14073;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2022;11202;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2022;13872;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;men;value [person];2023;10503;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;took;women;value [person];2023;12955;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2010;11337;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2010;15243;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2011;9838;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2011;13245;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2012;10317;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2012;13534;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2013;9524;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2013;12803;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2014;7765;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2014;10340;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2015;7821;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2015;10006;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2016;7964;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2016;10246;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2017;7929;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2017;10110;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2018;7648;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2018;9973;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2019;7887;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2019;10121;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2020;7806;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2020;9540;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2021;8322;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2021;10533;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2022;8753;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2022;10751;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;men;value [person];2023;8802;
Number of persons who took/passed a matriculation exam;Poland;Wielkopolskie;passed;women;value [person];2023;10725;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2010;6235;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2010;8349;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2011;5604;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2011;7642;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2012;5558;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2012;7143;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2013;5468;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2013;6939;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2014;5125;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2014;6594;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2015;4720;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2015;5924;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2016;4368;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2016;5488;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2017;4445;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2017;5301;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;men;value [person];2018;4172;
Number of persons who took/passed a matriculation exam;Poland;Zachodniopomorskie;took;women;value [person];2018;5215;
